"","id","attack","health","cost","name","rarity","set","type","collectible","text","race","spellDamage","durability","overload","cardClass","patch_num","meta1","meta2","meta3","meta4","meta5","meta6","meta7","meta8","meta_num","how","what","invariate","atk_over_hp","has_power"
"1239","CS2_235",1,3,1,"Northshire Cleric","FREE","CORE","MINION",TRUE,"Whenever a minion is healed, draw a card.",NA,NA,NA,NA,"PRIEST","43246",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"meta7","Multi_Trigger","Draw",NA,"ATK<HP","Other"
"1240","CS2_236",NA,NA,2,"Divine Spirit","FREE","CORE","SPELL",TRUE,"Double a minion's Health.",NA,NA,NA,NA,"PRIEST","43246",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"meta7",NA,NA,NA,NA,"Other"
"1241","CS2_237",3,2,5,"Starving Buzzard","FREE","CORE","MINION",TRUE,"Whenever you summon a Beast, draw a card.","BEAST",NA,NA,NA,"HUNTER","43246",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"meta7","Multi_Trigger","Draw & Summon",NA,"ATK>HP","Other"
"1242","DAL_007",NA,NA,3,"Rafaam's Scheme","COMMON","SHADOWS","SPELL",TRUE,"Summon @ 1/1 |4(Imp, Imps). <i>(Upgrades each turn!)</i>",NA,NA,NA,NA,"WARLOCK","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,"Summon",NA,NA,"Other"
"1243","DAL_008",NA,NA,4,"Dr. Boom's Scheme","COMMON","SHADOWS","SPELL",TRUE,"Gain @ Armor.
<i>(Upgrades each turn!)</i>",NA,NA,NA,NA,"WARRIOR","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,"Gain",NA,NA,"Other"
"1244","DAL_009",NA,NA,5,"Hagatha's Scheme","RARE","SHADOWS","SPELL",TRUE,"Deal $@ damage
to all minions.
<i>(Upgrades each turn!)</i>",NA,NA,NA,NA,"SHAMAN","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,"Deal",NA,NA,"Other"
"1245","DAL_010",NA,NA,1,"Togwaggle's Scheme","RARE","SHADOWS","SPELL",TRUE,"Choose a minion. Shuffle @ |4(copy, copies) of it into your deck.
<i>(Upgrades each turn!)</i>",NA,NA,NA,NA,"ROGUE","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,"Add",NA,NA,"Other"
"1246","DAL_011",NA,NA,0,"Lazul's Scheme","EPIC","SHADOWS","SPELL",TRUE,"Reduce the Attack of an enemy minion by
@ until your next turn. <i>(Upgrades each turn!)</i>",NA,NA,NA,NA,"PRIEST","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,NA,NA,NA,"Other"
"1247","DAL_030",2,2,2,"Shadowy Figure","EPIC","SHADOWS","MINION",TRUE,"<b>Battlecry:</b> Transform into a 2/2 copy of a friendly <b>Deathrattle</b> minion.",NA,NA,NA,NA,"PRIEST","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry",NA,NA,"EQUAL","Other"
"1248","DAL_039",2,6,5,"Convincing Infiltrator","RARE","SHADOWS","MINION",TRUE,"[x]<b><b>Taunt</b></b>
<b>Deathrattle:</b> Destroy a
 random enemy minion.",NA,NA,NA,NA,"PRIEST","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Deathrattle","Destroy","Taunt","ATK<HP","Other"
"1249","DAL_040",4,7,4,"Hench-Clan Shadequill","COMMON","SHADOWS","MINION",TRUE,"<b>Deathrattle:</b> Restore 5 Health to the enemy hero.",NA,NA,NA,NA,"PRIEST","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Deathrattle","Restore",NA,"ATK<HP","Other"
"1250","DAL_047",4,8,8,"Walking Fountain","COMMON","SHADOWS","MINION",TRUE,"<b>Lifesteal</b>, <b>Rush</b>, <b>Windfury</b>","ELEMENTAL",NA,NA,NA,"SHAMAN","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,NA,"LifeSteal & Windfury & Rush","ATK<HP","Other"
"1251","DAL_049",2,3,2,"Underbelly Angler","RARE","SHADOWS","MINION",TRUE,"After you play a Murloc, add a random Murloc to your hand.","MURLOC",NA,NA,NA,"SHAMAN","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","One_or_More_Trigger","Add",NA,"ATK<HP","Other"
"1252","DAL_052",4,4,5,"Muckmorpher","EPIC","SHADOWS","MINION",TRUE,"[x]<b>Battlecry:</b> Transform into
a 4/4 copy of a different
minion in your deck.",NA,NA,NA,NA,"SHAMAN","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry",NA,NA,"EQUAL","Other"
"1253","DAL_058",3,8,4,"Hecklebot","RARE","SHADOWS","MINION",TRUE,"<b>Taunt</b>
<b>Battlecry:</b> Your opponent summons a minion from their deck.","MECHANICAL",NA,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry",NA,"Taunt","ATK<HP","Other"
"1254","DAL_059",NA,NA,10,"Dimensional Ripper","RARE","SHADOWS","SPELL",TRUE,"Summon 2 copies of a minion in your deck.",NA,NA,NA,NA,"WARRIOR","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,"Summon",NA,NA,"Other"
"1255","DAL_060",3,3,3,"Clockwork Goblin","RARE","SHADOWS","MINION",TRUE,"[x]<b>Battlecry:</b> Shuffle a Bomb
into your opponent's deck.
When drawn, it explodes
for 5 damage.","MECHANICAL",NA,NA,NA,"WARRIOR","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry & One_or_More_Trigger","Add",NA,"EQUAL","Other"
"1256","DAL_062",NA,NA,2,"Sweeping Strikes","RARE","SHADOWS","SPELL",TRUE,"Give a minion ""Also damages minions next to whomever this attacks.""",NA,NA,NA,NA,"WARRIOR","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,"Give",NA,NA,"Other"
"1257","DAL_063",3,NA,4,"Wrenchcalibur","EPIC","SHADOWS","WEAPON",TRUE,"After your hero attacks, shuffle a Bomb into your [x]opponent's deck.",NA,NA,2,NA,"WARRIOR","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","One_or_More_Trigger","Add",NA,NA,"Other"
"1258","DAL_064",7,7,7,"Blastmaster Boom","LEGENDARY","SHADOWS","MINION",TRUE,"[x]<b>Battlecry:</b> Summon two 1/1
Boom Bots for each Bomb
in your opponent's deck.",NA,NA,NA,NA,"WARRIOR","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry","Summon",NA,"EQUAL","Other"
"1259","DAL_065",NA,NA,4,"Unsleeping Soul","COMMON","SHADOWS","SPELL",TRUE,"<b>Silence</b> a friendly minion, then summon a copy of it.",NA,NA,NA,NA,"PRIEST","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,"Summon","Silence",NA,"Other"
"1260","DAL_070",7,9,10,"The Boom Reaver","LEGENDARY","SHADOWS","MINION",TRUE,"<b>Battlecry:</b> Summon a copy of a minion in your deck. Give it <b>Rush</b>.","MECHANICAL",NA,NA,NA,"WARRIOR","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry","Summon & Give",NA,"ATK<HP","Other"
"1261","DAL_071",NA,NA,0,"Mutate","COMMON","SHADOWS","SPELL",TRUE,"Transform a friendly minion into a random one that costs (1) more.",NA,NA,NA,NA,"SHAMAN","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,NA,NA,NA,"Other"
"1262","DAL_077",1,2,1,"Toxfin","COMMON","SHADOWS","MINION",TRUE,"<b>Battlecry:</b> Give a friendly Murloc <b>Poisonous</b>.","MURLOC",NA,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry","Give",NA,"ATK<HP","Other"
"1263","DAL_078",3,2,4,"Traveling Healer","COMMON","SHADOWS","MINION",TRUE,"[x]<b>Divine Shield</b>
<b>Battlecry:</b> Restore #3 Health.",NA,NA,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry","Restore","Divine_Shield","ATK>HP","Other"
"1264","DAL_081",3,4,3,"Spellward Jeweler","RARE","SHADOWS","MINION",TRUE,"[x]<b>Battlecry:</b> Your hero can't
be targeted by spells or
Hero Powers until your
next turn.",NA,NA,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry",NA,NA,"ATK<HP","Other"
"1265","DAL_085",5,4,5,"Dalaran Crusader","COMMON","SHADOWS","MINION",TRUE,"<b>Divine Shield</b>",NA,NA,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,NA,"Divine_Shield","ATK>HP","Other"
"1266","DAL_086",2,3,2,"Sunreaver Spy","COMMON","SHADOWS","MINION",TRUE,"<b>Battlecry:</b> If you control a <b>Secret</b>, gain +1/+1.",NA,NA,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry","Gain",NA,"ATK<HP","Other"
"1267","DAL_087",3,3,4,"Hench-Clan Hag","EPIC","SHADOWS","MINION",TRUE,"<b>Battlecry:</b> Summon two 1/1 Amalgams with all minion types.",NA,NA,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry","Summon",NA,"EQUAL","Other"
"1268","DAL_088",4,5,6,"Safeguard","COMMON","SHADOWS","MINION",TRUE,"[x]<b>Taunt</b>
<b>Deathrattle:</b> Summon a 0/5
Vault Safe with <b>Taunt</b>.","MECHANICAL",NA,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Deathrattle","Summon","Taunt","ATK<HP","Other"
"1269","DAL_089",3,2,2,"Spellbook Binder","COMMON","SHADOWS","MINION",TRUE,"<b>Battlecry:</b> If you have <b>Spell Damage</b>, draw a card.",NA,NA,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry","Draw",NA,"ATK>HP","Other"
"1270","DAL_090",3,3,3,"Hench-Clan Sneak","COMMON","SHADOWS","MINION",TRUE,"<b>Stealth</b>",NA,NA,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,NA,"Stealth","EQUAL","Other"
"1271","DAL_092",2,3,2,"Arcane Servant","COMMON","SHADOWS","MINION",TRUE,NA,"ELEMENTAL",NA,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,NA,NA,"ATK<HP",NA
"1272","DAL_095",1,6,4,"Violet Spellsword","COMMON","SHADOWS","MINION",TRUE,"[x]<b>Battlecry:</b> Gain +1 Attack
for each spell in your hand.",NA,NA,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry","Gain",NA,"ATK<HP","Other"
"1273","DAL_096",4,7,6,"Violet Warden","COMMON","SHADOWS","MINION",TRUE,"<b>Taunt</b>
<b>Spell Damage +1</b>",NA,1,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,NA,"Taunt","ATK<HP","Other"
"1274","DAL_141",NA,NA,1,"Desperate Measures","RARE","SHADOWS","SPELL",TRUE,"<b>Twinspell</b>
Cast a random Paladin <b>Secret</b>.",NA,NA,NA,NA,"PALADIN","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,NA,"Twinspell",NA,"Other"
"1275","DAL_146",3,2,3,"Bronze Herald","COMMON","SHADOWS","MINION",TRUE,"<b>Deathrattle:</b> Add two 4/4 Dragons to your hand.","DRAGON",NA,NA,NA,"PALADIN","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Deathrattle","Add",NA,"ATK>HP","Other"
"1276","DAL_147",3,5,5,"Dragon Speaker","EPIC","SHADOWS","MINION",TRUE,"<b>Battlecry:</b> Give all Dragons in your hand +3/+3.",NA,NA,NA,NA,"PALADIN","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry","Give",NA,"ATK<HP","Other"
"1277","DAL_163",3,2,3,"Messenger Raven","COMMON","SHADOWS","MINION",TRUE,"<b>Battlecry:</b> <b>Discover</b> a
Mage minion.","BEAST",NA,NA,NA,"MAGE","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry","Add",NA,"ATK>HP","Other"
"1278","DAL_173",NA,NA,6,"Darkest Hour","EPIC","SHADOWS","SPELL",TRUE,"Destroy all friendly minions. For each one, summon a random minion from your deck.",NA,NA,NA,NA,"WARLOCK","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,"Summon & Destroy",NA,NA,"Other"
"1279","DAL_177",NA,NA,4,"Conjurer's Calling","RARE","SHADOWS","SPELL",TRUE,"<b>Twinspell</b>
Destroy a minion. Summon 2 minions of the same Cost to replace it.",NA,NA,NA,NA,"MAGE","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,"Summon & Destroy","Twinspell",NA,"Other"
"1280","DAL_182",1,3,2,"Magic Dart Frog","COMMON","SHADOWS","MINION",TRUE,"After you cast a spell, deal 1 damage to a random enemy minion.","BEAST",NA,NA,NA,"MAGE","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","One_or_More_Trigger","Deal",NA,"ATK<HP","Other"
"1281","DAL_185",4,6,6,"Aranasi Broodmother","COMMON","SHADOWS","MINION",TRUE,"[x]<b>Taunt</b>
When you draw this, restore
#4 Health to your hero.","DEMON",NA,NA,NA,"WARLOCK","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","One_or_More_Trigger","Draw","Taunt","ATK<HP","Other"
"1282","DAL_256",NA,NA,8,"The Forest's Aid","RARE","SHADOWS","SPELL",TRUE,"<b>Twinspell</b>
Summon five 2/2 Treants.",NA,NA,NA,NA,"DRUID","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,"Summon","Twinspell",NA,"Other"
"1283","DAL_350",NA,NA,1,"Crystal Power","COMMON","SHADOWS","SPELL",TRUE,"<b>Choose One -</b> Deal $2 damage to a minion; or Restore #5 Health.",NA,NA,NA,NA,"DRUID","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,"Restore & Deal",NA,NA,"Other"
"1284","DAL_351",NA,NA,3,"Blessing of the Ancients","COMMON","SHADOWS","SPELL",TRUE,"<b>Twinspell</b>
Give your minions +1/+1.",NA,NA,NA,NA,"DRUID","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,"Give","Twinspell",NA,"Other"
"1285","DAL_352",NA,NA,2,"Crystalsong Portal","EPIC","SHADOWS","SPELL",TRUE,"<b>Discover</b> a Druid minion. If your hand has no minions, keep all 3.",NA,NA,NA,NA,"DRUID","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,"Add",NA,NA,"Other"
"1286","DAL_354",2,1,1,"Acornbearer","COMMON","SHADOWS","MINION",TRUE,"<b>Deathrattle:</b> Add two 1/1 Squirrels to your hand.",NA,NA,NA,NA,"DRUID","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Deathrattle","Add",NA,"ATK>HP","Other"
"1287","DAL_355",2,5,3,"Lifeweaver","RARE","SHADOWS","MINION",TRUE,"Whenever you restore Health, add a random Druid spell to your hand.",NA,NA,NA,NA,"DRUID","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Multi_Trigger","Restore & Add",NA,"ATK<HP","Other"
"1288","DAL_357",4,8,8,"Lucentbark","LEGENDARY","SHADOWS","MINION",TRUE,"<b>Taunt</b>
<b>Deathrattle:</b> Go dormant. Restore 5 Health to awaken this minion.",NA,NA,NA,NA,"DRUID","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Deathrattle","Restore","Taunt","ATK<HP","Other"
"1289","DAL_366",NA,NA,6,"Unidentified Contract","EPIC","SHADOWS","SPELL",TRUE,"Destroy a minion. Gains a bonus effect in your hand.",NA,NA,NA,NA,"ROGUE","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,"Destroy",NA,NA,"Other"
"1290","DAL_371",NA,NA,4,"Marked Shot","COMMON","SHADOWS","SPELL",TRUE,"Deal $4 damage to a minion. <b>Discover</b> a spell.",NA,NA,NA,NA,"HUNTER","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,"Add & Deal",NA,NA,"Other"
"1291","DAL_372",3,3,4,"Arcane Fletcher","EPIC","SHADOWS","MINION",TRUE,"[x]Whenever you play a
1-Cost minion, draw a
spell from your deck.",NA,NA,NA,NA,"HUNTER","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Multi_Trigger","Draw",NA,"EQUAL","Other"
"1292","DAL_373",NA,NA,1,"Rapid Fire","COMMON","SHADOWS","SPELL",TRUE,"<b>Twinspell</b>
Deal $1 damage.",NA,NA,NA,NA,"HUNTER","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,"Deal","Twinspell",NA,"Other"
"1293","DAL_376",3,4,6,"Oblivitron","LEGENDARY","SHADOWS","MINION",TRUE,"[x]<b>Deathrattle:</b> Summon a
Mech from your hand and
trigger its <b>Deathrattle</b>.","MECHANICAL",NA,NA,NA,"HUNTER","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Deathrattle","Summon",NA,"ATK<HP","Other"
"1294","DAL_377",NA,NA,3,"Nine Lives","EPIC","SHADOWS","SPELL",TRUE,"<b>Discover</b> a friendly <b>Deathrattle</b> minion that died this game. Also trigger its <b>Deathrattle</b>.",NA,NA,NA,NA,"HUNTER","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,"Add",NA,NA,"Other"
"1295","DAL_378",NA,NA,6,"Unleash the Beast","RARE","SHADOWS","SPELL",TRUE,"<b>Twinspell</b>
Summon a 5/5 Wyvern with <b>Rush</b>.",NA,NA,NA,NA,"HUNTER","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,"Summon","Twinspell",NA,"Other"
"1296","DAL_379",5,6,7,"Vereesa Windrunner","LEGENDARY","SHADOWS","MINION",TRUE,"<b>Battlecry:</b> Equip Thori'dal, the Stars' Fury.",NA,NA,NA,NA,"HUNTER","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry",NA,NA,"ATK<HP","Other"
"1297","DAL_400",1,1,2,"EVIL Cable Rat","COMMON","SHADOWS","MINION",TRUE,"<b>Battlecry:</b> Add a <b>Lackey</b> to your hand.","BEAST",NA,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry","Add",NA,"EQUAL","Other"
"1298","DAL_413",2,2,2,"EVIL Conscripter","COMMON","SHADOWS","MINION",TRUE,"<b>Deathrattle:</b> Add a <b>Lackey</b> to your hand.",NA,NA,NA,NA,"PRIEST","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Deathrattle","Add",NA,"EQUAL","Other"
"1299","DAL_415",1,4,3,"EVIL Miscreant","COMMON","SHADOWS","MINION",TRUE,"<b>Combo:</b> Add two random <b>Lackeys</b> to your hand.",NA,NA,NA,NA,"ROGUE","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Once_Trigger","Add",NA,"ATK<HP","Other"
"1300","DAL_416",4,3,4,"Hench-Clan Burglar","COMMON","SHADOWS","MINION",TRUE,"<b>Battlecry:</b> <b>Discover</b> a spell from another class.","PIRATE",NA,NA,NA,"ROGUE","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry","Add",NA,"ATK>HP","Other"
"1301","DAL_417",5,5,6,"Heistbaron Togwaggle","LEGENDARY","SHADOWS","MINION",TRUE,"<b>Battlecry:</b> If you control a <b>Lackey</b>, choose a fantastic treasure.",NA,NA,NA,NA,"ROGUE","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry",NA,NA,"EQUAL","Other"
"1302","DAL_422",7,8,7,"Arch-Villain Rafaam","LEGENDARY","SHADOWS","MINION",TRUE,"<b><b>Taunt</b>
Battlecry:</b> Replace your hand and deck with <b>Legendary</b> minions.",NA,NA,NA,NA,"WARLOCK","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry",NA,"Taunt","ATK<HP","Other"
"1303","DAL_431",5,5,7,"Swampqueen Hagatha","LEGENDARY","SHADOWS","MINION",TRUE,"[x]<b>Battlecry:</b> Add a 5/5
Horror to your hand. Teach
it two Shaman spells.",NA,NA,NA,NA,"SHAMAN","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry","Add",NA,"EQUAL","Other"
"1304","DAL_432",NA,NA,2,"Witch's Brew","EPIC","SHADOWS","SPELL",TRUE,"Restore #4 Health. Repeatable this turn.",NA,NA,NA,NA,"SHAMAN","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,"Restore",NA,NA,"Other"
"1305","DAL_433",2,1,1,"Sludge Slurper","RARE","SHADOWS","MINION",TRUE,"<b>Battlecry:</b> Add a <b>Lackey</b> to your hand. <b>Overload:</b> (1)","MURLOC",NA,NA,1,"SHAMAN","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry","Add",NA,"ATK>HP","Other"
"1306","DAL_434",5,6,3,"Arcane Watcher","RARE","SHADOWS","MINION",TRUE,"Can't attack unless you have <b>Spell Damage</b>.",NA,NA,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,NA,NA,"ATK<HP","Other"
"1307","DAL_538",5,6,6,"Unseen Saboteur","EPIC","SHADOWS","MINION",TRUE,"<b>Battlecry:</b> Your opponent casts a random spell from their hand <i>(targets chosen randomly)</i>.",NA,NA,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry",NA,NA,"ATK<HP","Other"
"1308","DAL_539",4,4,5,"Sunreaver Warmage","RARE","SHADOWS","MINION",TRUE,"<b>Battlecry:</b> If you're holding a spell that costs (5) or more, deal 4 damage.",NA,NA,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry","Deal",NA,"EQUAL","Other"
"1309","DAL_544",1,1,1,"Potion Vendor","COMMON","SHADOWS","MINION",TRUE,"<b>Battlecry:</b> Restore #2 Health to all friendly characters.",NA,NA,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry","Restore",NA,"EQUAL","Other"
"1310","DAL_546",4,5,5,"Barista Lynchen","LEGENDARY","SHADOWS","MINION",TRUE,"<b>Battlecry:</b> Add a copy of each of your other <b>Battlecry</b> minions to your hand.",NA,NA,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry","Add",NA,"ATK<HP","Other"
"1311","DAL_548",2,7,5,"Azerite Elemental","EPIC","SHADOWS","MINION",TRUE,"At the start of your turn, gain <b>Spell Damage +2</b>.","ELEMENTAL",NA,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Multi_Trigger","Gain",NA,"ATK<HP","Other"
"1312","DAL_550",3,5,7,"Underbelly Ooze","RARE","SHADOWS","MINION",TRUE,"After this minion survives damage, summon a copy of it.",NA,NA,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","One_or_More_Trigger","Summon",NA,"ATK<HP","Other"
"1313","DAL_551",2,6,4,"Proud Defender","COMMON","SHADOWS","MINION",TRUE,"<b>Taunt</b>
Has +2 Attack while you [x]have no other minions.",NA,NA,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7",NA,NA,"Taunt","ATK<HP","Other"
"1314","DAL_553",6,6,10,"Big Bad Archmage","EPIC","SHADOWS","MINION",TRUE,"At the end of your turn, summon a random
6-Cost minion.",NA,NA,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Multi_Trigger","Summon",NA,"EQUAL","Other"
"1315","DAL_554",6,6,7,"Chef Nomi","LEGENDARY","SHADOWS","MINION",TRUE,"<b>Battlecry:</b> If your deck is empty, summon six 6/6 Greasefire Elementals.",NA,NA,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry","Summon",NA,"EQUAL","Other"
"1316","DAL_558",2,6,4,"Archmage Vargoth","LEGENDARY","SHADOWS","MINION",TRUE,"[x]At the end of your turn, cast
a spell you've cast this turn
<i>(targets are random)</i>.",NA,NA,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Multi_Trigger",NA,NA,"ATK<HP","Other"
"1317","DAL_560",4,4,8,"Heroic Innkeeper","COMMON","SHADOWS","MINION",TRUE,"<b>Taunt.</b> <b>Battlecry:</b> Gain +2/+2 for each other friendly minion.",NA,NA,NA,NA,"NEUTRAL","43246",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,"meta7","Battlecry","Gain","Taunt","EQUAL","Other"
